Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2013-14,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,0-64,339899
2013-14,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,65+,43358
2013-14,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,All persons,383257
2013-14,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Females,192890
2013-14,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Males,190367
2014-15,NAT,NAT,001NAT,National,National,0-14,4439722
2014-15,NAT,NAT,001NAT,National,National,15-24,3132342
2014-15,NAT,NAT,001NAT,National,National,25-44,6679330
2014-15,NAT,NAT,001NAT,National,National,45-64,5782144
2014-15,NAT,NAT,001NAT,National,National,65-79,2541066
2014-15,NAT,NAT,001NAT,National,National,80+,901082
2014-15,NAT,NAT,001NAT,National,National,0-64,20033538
2014-15,NAT,NAT,001NAT,National,National,65+,3442148
2014-15,NAT,NAT,001NAT,National,National,All persons,23475686
2014-15,NAT,NAT,001NAT,National,National,Females,11807800
2014-15,NAT,NAT,001NAT,National,National,Males,11667886
2014-15,,PHN,003MET,Metropolitan,Metropolitan,0-14,2831850
2014-15,,PHN,003MET,Metropolitan,Metropolitan,15-24,2108714
2014-15,,PHN,003MET,Metropolitan,Metropolitan,25-44,4646880
2014-15,,PHN,003MET,Metropolitan,Metropolitan,45-64,3601921
2014-15,,PHN,003MET,Metropolitan,Metropolitan,65-79,1489494
2014-15,,PHN,003MET,Metropolitan,Metropolitan,80+,543374
2014-15,,PHN,003MET,Metropolitan,Metropolitan,0-64,13189365
2014-15,,PHN,003MET,Metropolitan,Metropolitan,65+,2032868
2014-15,,PHN,003MET,Metropolitan,Metropolitan,All persons,15222233
2014-15,,PHN,003MET,Metropolitan,Metropolitan,Females,7677511
2014-15,,PHN,003MET,Metropolitan,Metropolitan,Males,7544722
2014-15,,PHN,003REG,Regional,Regional,0-14,1607872
2014-15,,PHN,003REG,Regional,Regional,15-24,1023628
2014-15,,PHN,003REG,Regional,Regional,25-44,2032450
2014-15,,PHN,003REG,Regional,Regional,45-64,2180223
2014-15,,PHN,003REG,Regional,Regional,65-79,1051572
2014-15,,PHN,003REG,Regional,Regional,80+,357708
2014-15,,PHN,003REG,Regional,Regional,0-64,6844173
2014-15,,PHN,003REG,Regional,Regional,65+,1409280
2014-15,,PHN,003REG,Regional,Regional,All persons,8253453
2014-15,,PHN,003REG,Regional,Regional,Females,4130289
2014-15,,PHN,003REG,Regional,Regional,Males,4123164
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,0-14,235515
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,15-24,204726
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,25-44,531209
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,45-64,339517
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,65-79,141765
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,80+,57315
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,0-64,1310967
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,65+,199080
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,All persons,1510047
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,Females,757700
2014-15,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,Males,752347
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,0-14,164131
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,15-24,105834
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,25-44,258521
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,45-64,220754
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,65-79,95492
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,80+,40928
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,0-64,749240
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,65+,136420
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,All persons,885660
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,Females,453323
2014-15,NSW,PHN,PHN102,Northern Sydney,Metropolitan,Males,432337
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,0-14,190490
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,15-24,124764
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,25-44,287173
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,45-64,202350
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,65-79,75628
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,80+,23237
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,0-64,804777
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,65+,98865
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,All persons,903642
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,Females,448219
2014-15,NSW,PHN,PHN103,Western Sydney,Metropolitan,Males,455423
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,0-14,73565
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,15-24,49303
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,25-44,97132
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,45-64,92160
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,65-79,36866
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,80+,10407
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,0-64,312160
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,65+,47273
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,All persons,359433
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,Females,181122
2014-15,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,Males,178311
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,0-14,197620
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,15-24,133207
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,25-44,254571
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,45-64,222384
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,65-79,85108
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,80+,28413
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,0-64,807782
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,65+,113521
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,All persons,921303
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,Females,464174
2014-15,NSW,PHN,PHN105,South Western Sydney,Metropolitan,Males,457129
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,0-14,108982
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,15-24,75222
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,25-44,141517
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,45-64,160092
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,65-79,82943
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,80+,29018
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,0-64,485813
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,65+,111961
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,All persons,597774
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,Females,300026
2014-15,NSW,PHN,PHN106,South Eastern NSW,Regional,Males,297748
2014-15,NSW,PHN,PHN107,Western NSW,Regional,0-14,62916
2014-15,NSW,PHN,PHN107,Western NSW,Regional,15-24,38334
2014-15,NSW,PHN,PHN107,Western NSW,Regional,25-44,71569
2014-15,NSW,PHN,PHN107,Western NSW,Regional,45-64,78482
2014-15,NSW,PHN,PHN107,Western NSW,Regional,65-79,39837
2014-15,NSW,PHN,PHN107,Western NSW,Regional,80+,13946
2014-15,NSW,PHN,PHN107,Western NSW,Regional,0-64,251301
2014-15,NSW,PHN,PHN107,Western NSW,Regional,65+,53783
2014-15,NSW,PHN,PHN107,Western NSW,Regional,All persons,305084
2014-15,NSW,PHN,PHN107,Western NSW,Regional,Females,152481
2014-15,NSW,PHN,PHN107,Western NSW,Regional,Males,152603
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,0-14,233367
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,15-24,155248
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,25-44,295222
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,45-64,315330
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,65-79,166155
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,80+,62398
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,0-64,999167
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,65+,228553
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,All persons,1227720
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,Females,622481
2014-15,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,Males,605239
2014-15,NSW,PHN,PHN109,North Coast,Regional,0-14,90914
2014-15,NSW,PHN,PHN109,North Coast,Regional,15-24,54647
2014-15,NSW,PHN,PHN109,North Coast,Regional,25-44,105558
2014-15,NSW,PHN,PHN109,North Coast,Regional,45-64,145489
2014-15,NSW,PHN,PHN109,North Coast,Regional,65-79,79579
2014-15,NSW,PHN,PHN109,North Coast,Regional,80+,30576
2014-15,NSW,PHN,PHN109,North Coast,Regional,0-64,396608
2014-15,NSW,PHN,PHN109,North Coast,Regional,65+,110155
2014-15,NSW,PHN,PHN109,North Coast,Regional,All persons,506763
2014-15,NSW,PHN,PHN109,North Coast,Regional,Females,258658
2014-15,NSW,PHN,PHN109,North Coast,Regional,Males,248105
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,0-14,48354
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,15-24,30347
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,25-44,54902
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,45-64,62189
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,65-79,32574
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,80+,11932
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,0-64,195792
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,65+,44506
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,All persons,240298
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,Females,119913
2014-15,NSW,PHN,PHN110,Murrumbidgee,Regional,Males,120385
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-14,289386
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,15-24,231850
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,25-44,551868
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,45-64,340783
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65-79,128180
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,80+,46738
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-64,1413887
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65+,174918
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,All persons,1588805
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,Females,799396
2014-15,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,Males,789409
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,0-14,262685
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,15-24,203180
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,25-44,401612
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,45-64,362556
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,65-79,160171
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,80+,60213
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,0-64,1230033
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,65+,220384
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,All persons,1450417
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,Females,737837
2014-15,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,Males,712580
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,0-14,266084
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,15-24,184242
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,25-44,434147
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,45-64,345323
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,65-79,149495
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,80+,57517
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,0-64,1229796
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,65+,207012
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,All persons,1436808
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,Females,728250
2014-15,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,Males,708558
2014-15,Vic,PHN,PHN204,Gippsland,Regional,0-14,49024
2014-15,Vic,PHN,PHN204,Gippsland,Regional,15-24,30910
2014-15,Vic,PHN,PHN204,Gippsland,Regional,25-44,59559
2014-15,Vic,PHN,PHN204,Gippsland,Regional,45-64,74817
2014-15,Vic,PHN,PHN204,Gippsland,Regional,65-79,40862
2014-15,Vic,PHN,PHN204,Gippsland,Regional,80+,13411
2014-15,Vic,PHN,PHN204,Gippsland,Regional,0-64,214310
2014-15,Vic,PHN,PHN204,Gippsland,Regional,65+,54273
2014-15,Vic,PHN,PHN204,Gippsland,Regional,All persons,268583
2014-15,Vic,PHN,PHN204,Gippsland,Regional,Females,135183
2014-15,Vic,PHN,PHN204,Gippsland,Regional,Males,133400
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,0-14,112137
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,15-24,73708
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,25-44,136595
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,45-64,158901
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,65-79,79779
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,80+,29433
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,0-64,481341
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,65+,109212
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,All persons,590553
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,Females,296858
2014-15,Vic/NSW,PHN,PHN205,Murray,Regional,Males,293695
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,0-14,113823
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,15-24,77349
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,25-44,146517
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,45-64,162468
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,65-79,80053
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,80+,30531
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,0-64,500157
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,65+,110584
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,All persons,610741
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,Females,308316
2014-15,Vic,PHN,PHN206,Western Victoria,Regional,Males,302425
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,0-14,177713
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,15-24,139990
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,25-44,283273
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,45-64,220502
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,65-79,92382
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,80+,31702
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,0-64,821478
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,65+,124084
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,All persons,945562
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,Females,477214
2014-15,Qld,PHN,PHN301,Brisbane North,Metropolitan,Males,468348
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,0-14,216376
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,15-24,158813
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,25-44,327912
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,45-64,255682
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,65-79,98262
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,80+,32355
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,0-64,958783
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,65+,130617
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,All persons,1089400
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,Females,547343
2014-15,Qld,PHN,PHN302,Brisbane South,Metropolitan,Males,542057
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,0-14,103835
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,15-24,76029
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,25-44,160085
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,45-64,139151
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,65-79,64677
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,80+,21066
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,0-64,479100
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,65+,85743
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,All persons,564843
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,Females,287808
2014-15,Qld,PHN,PHN303,Gold Coast,Metropolitan,Males,277035
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,0-14,119117
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,15-24,73343
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,25-44,140287
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,45-64,131691
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,65-79,59570
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,80+,18228
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,0-64,464438
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,65+,77798
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,All persons,542236
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,Females,272341
2014-15,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,Males,269895
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,0-14,15246
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,15-24,8430
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,25-44,19808
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,45-64,16852
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,65-79,6029
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,80+,1918
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,0-64,60336
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,65+,7947
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,All persons,68283
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,Females,32581
2014-15,Qld,PHN,PHN305,Western Queensland,Regional,Males,35702
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,0-14,159328
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,15-24,96966
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,25-44,196596
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,45-64,221392
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,65-79,113533
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,80+,34914
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,0-64,674282
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,65+,148447
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,All persons,822729
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,Females,414658
2014-15,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,Males,408071
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,0-14,144190
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,15-24,91903
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,25-44,191303
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,45-64,174569
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,65-79,65950
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,80+,18685
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,0-64,601965
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,65+,84635
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,All persons,686600
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,Females,338145
2014-15,Qld,PHN,PHN307,Northern Queensland,Regional,Males,348455
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,0-14,207669
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,15-24,163692
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,25-44,331551
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,45-64,298485
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,65-79,137008
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,80+,57799
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,0-64,1001397
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,65+,194807
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,All persons,1196204
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,Females,607672
2014-15,SA,PHN,PHN401,Adelaide,Metropolitan,Males,588532
2014-15,SA,PHN,PHN402,Country SA,Regional,0-14,91816
2014-15,SA,PHN,PHN402,Country SA,Regional,15-24,56706
2014-15,SA,PHN,PHN402,Country SA,Regional,25-44,111610
2014-15,SA,PHN,PHN402,Country SA,Regional,45-64,138362
2014-15,SA,PHN,PHN402,Country SA,Regional,65-79,69173
2014-15,SA,PHN,PHN402,Country SA,Regional,80+,23074
2014-15,SA,PHN,PHN402,Country SA,Regional,0-64,398494
2014-15,SA,PHN,PHN402,Country SA,Regional,65+,92247
2014-15,SA,PHN,PHN402,Country SA,Regional,All persons,490741
2014-15,SA,PHN,PHN402,Country SA,Regional,Females,244109
2014-15,SA,PHN,PHN402,Country SA,Regional,Males,246632
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,0-14,194398
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,15-24,142061
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,25-44,318911
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,45-64,249522
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,65-79,97465
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,80+,33198
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,0-64,904892
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,65+,130663
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,All persons,1035555
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,Females,519482
2014-15,WA,PHN,PHN501,Perth North,Metropolitan,Males,516073
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,0-14,180296
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,15-24,133616
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,25-44,285114
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,45-64,222699
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,65-79,92454
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,80+,31576
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,0-64,821725
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,65+,124030
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,All persons,945755
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,Females,472085
2014-15,WA,PHN,PHN502,Perth South,Metropolitan,Males,473670
2014-15,WA,PHN,PHN503,Country WA,Regional,0-14,111407
2014-15,WA,PHN,PHN503,Country WA,Regional,15-24,61326
2014-15,WA,PHN,PHN503,Country WA,Regional,25-44,155163
2014-15,WA,PHN,PHN503,Country WA,Regional,45-64,142496
2014-15,WA,PHN,PHN503,Country WA,Regional,65-79,53509
2014-15,WA,PHN,PHN503,Country WA,Regional,80+,14932
2014-15,WA,PHN,PHN503,Country WA,Regional,0-64,470392
2014-15,WA,PHN,PHN503,Country WA,Regional,65+,68441
2014-15,WA,PHN,PHN503,Country WA,Regional,All persons,538833
2014-15,WA,PHN,PHN503,Country WA,Regional,Females,260111
2014-15,WA,PHN,PHN503,Country WA,Regional,Males,278722
2014-15,Tas,PHN,PHN601,Tasmania,Regional,0-14,93945
2014-15,Tas,PHN,PHN601,Tasmania,Regional,15-24,64145
2014-15,Tas,PHN,PHN601,Tasmania,Regional,25-44,122914
2014-15,Tas,PHN,PHN601,Tasmania,Regional,45-64,141365
2014-15,Tas,PHN,PHN601,Tasmania,Regional,65-79,68569
2014-15,Tas,PHN,PHN601,Tasmania,Regional,80+,22683
2014-15,Tas,PHN,PHN601,Tasmania,Regional,0-64,422369
2014-15,Tas,PHN,PHN601,Tasmania,Regional,65+,91252
2014-15,Tas,PHN,PHN601,Tasmania,Regional,All persons,513621
2014-15,Tas,PHN,PHN601,Tasmania,Regional,Females,258613
2014-15,Tas,PHN,PHN601,Tasmania,Regional,Males,255008
2014-15,NT,PHN,PHN701,Northern Territory,Regional,0-14,53306
2014-15,NT,PHN,PHN701,Northern Territory,Regional,15-24,35044
2014-15,NT,PHN,PHN701,Northern Territory,Regional,25-44,83330
2014-15,NT,PHN,PHN701,Northern Territory,Regional,45-64,55728
2014-15,NT,PHN,PHN701,Northern Territory,Regional,65-79,13457
2014-15,NT,PHN,PHN701,Northern Territory,Regional,80+,2029
2014-15,NT,PHN,PHN701,Northern Territory,Regional,0-64,227408
2014-15,NT,PHN,PHN701,Northern Territory,Regional,65+,15486
2014-15,NT,PHN,PHN701,Northern Territory,Regional,All persons,242894
2014-15,NT,PHN,PHN701,Northern Territory,Regional,Females,115815
2014-15,NT,PHN,PHN701,Northern Territory,Regional,Males,127079
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,0-14,72087
