Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2013-14,NSW,SA3,10901,Albury,Inner regional,0-24,20085
2013-14,NSW,SA3,10901,Albury,Inner regional,0-64,50401
2013-14,NSW,SA3,10901,Albury,Inner regional,15-24,8382
2013-14,NSW,SA3,10901,Albury,Inner regional,25-44,15008
2013-14,NSW,SA3,10901,Albury,Inner regional,45-64,15308
2013-14,NSW,SA3,10901,Albury,Inner regional,65+,9970
2013-14,NSW,SA3,10901,Albury,Inner regional,All persons,60371
2013-14,NSW,SA3,10901,Albury,Inner regional,Females,30754
2013-14,NSW,SA3,10901,Albury,Inner regional,Males,29617
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,0-14,2542
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,0-24,3944
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,0-64,10469
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,15-24,1402
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,25-44,2816
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,45-64,3709
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,65+,2315
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,All persons,12784
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,Females,6169
2013-14,NSW,SA3,10902,Lower Murray,Outer regional,Males,6615
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,0-14,7520
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,0-24,11985
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,0-64,31988
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,15-24,4465
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,25-44,8198
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,45-64,11805
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,65+,10097
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,All persons,42085
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,Females,20985
2013-14,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,Males,21100
2013-14,NSW,SA3,11001,Armidale,Inner regional,0-14,7198
2013-14,NSW,SA3,11001,Armidale,Inner regional,0-24,13644
2013-14,NSW,SA3,11001,Armidale,Inner regional,0-64,31630
2013-14,NSW,SA3,11001,Armidale,Inner regional,15-24,6446
2013-14,NSW,SA3,11001,Armidale,Inner regional,25-44,8349
2013-14,NSW,SA3,11001,Armidale,Inner regional,45-64,9637
2013-14,NSW,SA3,11001,Armidale,Inner regional,65+,6110
2013-14,NSW,SA3,11001,Armidale,Inner regional,All persons,37740
2013-14,NSW,SA3,11001,Armidale,Inner regional,Females,19349
2013-14,NSW,SA3,11001,Armidale,Inner regional,Males,18391
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,0-14,7592
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,0-24,11819
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,0-64,30461
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,15-24,4227
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,25-44,7969
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,45-64,10673
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,65+,8405
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,All persons,38866
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,Females,19523
2013-14,NSW,SA3,11002,Inverell - Tenterfield,Outer regional,Males,19343
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,0-14,6020
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,0-24,9205
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,0-64,22857
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,15-24,3185
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,25-44,6752
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,45-64,6900
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,65+,3878
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,All persons,26735
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,Females,13177
2013-14,NSW,SA3,11003,Moree - Narrabri,Outer regional,Males,13558
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,0-14,16644
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,0-24,26654
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,0-64,66181
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,15-24,10010
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,25-44,18854
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,45-64,20673
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,65+,14364
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,All persons,80545
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,Females,40715
2013-14,NSW,SA3,11004,Tamworth - Gunnedah,Inner regional,Males,39830
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,0-14,22620
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,0-24,37922
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,0-64,99692
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,15-24,15302
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,25-44,29416
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,45-64,32354
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,65+,22763
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,All persons,122455
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,Females,62308
2013-14,NSW,SA3,11101,Lake Macquarie - East,Major cities - medium SES,Males,60147
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,0-14,13605
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,0-24,22996
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,0-64,59688
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,15-24,9391
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,25-44,17265
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,45-64,19427
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,65+,14557
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,All persons,74245
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,Females,37684
2013-14,NSW,SA3,11102,Lake Macquarie - West,Major cities - lower SES,Males,36561
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,0-14,28361
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,0-24,52886
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,0-64,139669
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,15-24,24525
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,25-44,47204
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,45-64,39579
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,65+,25716
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,All persons,165385
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,Females,83233
2013-14,NSW,SA3,11103,Newcastle,Major cities - lower SES,Males,82152
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,0-14,13756
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,0-24,21630
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,0-64,63192
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,15-24,7874
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,25-44,17590
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,45-64,23972
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,65+,15006
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,All persons,78198
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,Females,39962
2013-14,NSW,SA3,11201,Richmond Valley - Coastal,Inner regional,Males,38236
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,0-14,14071
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,0-24,22907
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,0-64,59568
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,15-24,8836
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,25-44,15798
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,45-64,20863
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,65+,12234
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,All persons,71802
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,Females,36327
2013-14,NSW,SA3,11202,Richmond Valley - Hinterland,Inner regional,Males,35475
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,0-14,15709
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,0-24,25254
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,0-64,69184
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,15-24,9545
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,25-44,19112
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,45-64,24818
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,65+,21042
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,All persons,90226
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,Females,46348
2013-14,NSW,SA3,11203,Tweed Valley,Major cities - lower SES,Males,43878
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,0-14,10597
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,0-24,17087
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,0-64,41223
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,15-24,6490
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,25-44,11871
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,45-64,12265
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,65+,7617
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,All persons,48840
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,Females,24219
2013-14,NSW,SA3,11301,Griffith - Murrumbidgee (West),Outer regional,Males,24621
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,0-14,2820
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,0-24,4386
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,0-64,11844
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,15-24,1566
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,25-44,3352
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,45-64,4106
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,65+,2914
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,All persons,14758
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,Females,7199
2013-14,NSW,SA3,11302,Tumut - Tumbarumba,Inner regional,Males,7559
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,0-14,19199
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,0-24,32708
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,0-64,78481
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,15-24,13509
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,25-44,22898
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,45-64,22875
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,65+,14930
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,All persons,93411
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,Females,46763
2013-14,NSW,SA3,11303,Wagga Wagga,Inner regional,Males,46648
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,0-14,16793
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,0-24,27590
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,0-64,74388
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,15-24,10797
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,25-44,19491
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,45-64,27307
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,65+,23537
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,All persons,97925
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,Females,49292
2013-14,NSW,SA3,11401,Shoalhaven,Inner regional,Males,48633
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,0-14,8826
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,0-24,13919
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,0-64,36063
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,15-24,5093
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,25-44,9188
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,45-64,12956
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,65+,10896
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,All persons,46959
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,Females,24331
2013-14,NSW,SA3,11402,Southern Highlands,Inner regional,Males,22628
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,0-14,28531
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,0-24,48810
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,0-64,123706
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,15-24,20279
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,25-44,35936
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,45-64,38960
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,65+,18889
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,All persons,142595
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,Females,72299
2013-14,NSW,SA3,11501,Baulkham Hills,Major cities - higher SES,Males,70296
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,0-14,5062
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,0-24,8906
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,0-64,22189
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,15-24,3844
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,25-44,5664
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,45-64,7619
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,65+,4407
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,All persons,26596
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,Females,13315
2013-14,NSW,SA3,11502,Dural - Wisemans Ferry,Major cities - higher SES,Males,13281
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,0-14,5117
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,0-24,8660
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,0-64,21893
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,15-24,3543
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,25-44,5939
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,45-64,7294
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,65+,3031
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,All persons,24924
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,Females,12209
2013-14,NSW,SA3,11503,Hawkesbury,Inner regional,Males,12715
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,0-14,7527
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,0-24,11538
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,0-64,27250
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,15-24,4011
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,25-44,8669
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,45-64,7043
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,65+,2671
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,All persons,29921
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,Females,14701
2013-14,NSW,SA3,11504,Rouse Hill - McGraths Hill,Major cities - higher SES,Males,15220
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,0-14,27435
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,0-24,45589
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,0-64,117549
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,15-24,18154
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,25-44,40715
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,45-64,31245
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,65+,15386
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,All persons,132935
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,Females,66332
2013-14,NSW,SA3,11601,Blacktown,Major cities - lower SES,Males,66603
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,0-14,20997
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,0-24,32053
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,0-64,78902
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,15-24,11056
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,25-44,29166
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,45-64,17683
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,65+,5525
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,All persons,84427
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,Females,41670
2013-14,NSW,SA3,11602,Blacktown - North,Major cities - higher SES,Males,42757
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,0-14,27346
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,0-24,44860
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,0-64,100070
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,15-24,17514
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,25-44,31000
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,45-64,24210
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,65+,9992
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,All persons,110062
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,Females,55533
2013-14,NSW,SA3,11603,Mount Druitt,Major cities - lower SES,Males,54529
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,0-14,7661
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,0-24,13600
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,0-64,37219
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,15-24,5939
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,25-44,13959
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,45-64,9660
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,65+,5949
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,All persons,43168
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,Females,21628
2013-14,NSW,SA3,11701,Botany,Major cities - medium SES,Males,21540
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,0-14,7978
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,0-24,14356
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,0-64,48767
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,15-24,6378
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,25-44,22121
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,45-64,12290
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,65+,6275
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,All persons,55042
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,Females,27494
2013-14,NSW,SA3,11702,Marrickville - Sydenham - Petersham,Major cities - medium SES,Males,27548
2013-14,NSW,SA3,11703,Sydney Inner City,Major cities - higher SES,0-14,14785
